Mode,Conversation,Exchange,Experiment,Q,A,Notes,BA1,BA2,BA3,BA4,BA5,BA6
PER,8,6,TEST,So the little I know about Moldova now is that like half or some of the population speaks Romanian and the other half speaks Russian. So do you speak both languages?,"I do I do. So most people actually speak both. But you're right. Half of it has primarily one language and half the other. Even we have some regions in Moldova that speak primarily Ukrainian or Bulgarian, because people migrated at some point.",,"Well everyone in Romania speaks... aah I'm from Moldova. Everyone in Moldova speaks Romanian and Russian, and everything else I learned at university or in school.","I speak Romanian, Russian, French, English and Spanish.",,,,
PER,8,7,TEST,"So I think I was another conversation I had with Dan about that there's a country within Moldova, that he's from somewhere near the river.","So it's kind of like a region that's trying to be autonomous but it's not recognized. It's called Transnistria. It's divided from Moldova by a river, Dniestr or Nistru. And it's basically a very Russian speaking, concentrated place, and getting a lot of resources I think from Russia still. So they're enjoying that and they also I feel like they would feel ostracized in other parts of Moldova because it's still expected for you to speak Romanian even if broken Romanian, but since Russian and Romanian are so different it's quite difficult and out of your comfort zone to just try to speak it.",,(Silent nod),,,,,
PER,8,8,TEST,OK so you've just graduated. That's exciting.,I'm so excited to graduate.,,I graduated in May 2019.,"Maybe it's because it's been so recent, but the graduation was spectacular and my family was here and saying goodbye to friends and all that. I've also loved of course all the study abroad experiences, they have changed me so much.",,,,
PER,8,9,TEST,Let me think of a question.,"That's okay! Just just be louder, whatever you say.",,No Worries. Take your time.,You can ask me about my family or about my passions. Anything you want.,You can ask me about the languages that I speak or my experiences in music.,"You can ask me about my favorite food, or my friends, or the sports that I like!",,
PER,8,10,TEST,So I mean you had your entire four years so I guess I'll ask you first where you studied away and stuff.,Yeah. So I studied away in New York and Buenos Aires and I did a j-term in Paris and Shanghai.,,"I've been to Buenos Aires and New York for a semester each and I've done two January terms, in Shanghai and Paris.",,,,,
PER,8,11,TEST,So did you do a home stay in Buenos Aires or did you stay in the dorms?,There were no dorms back in my days. In sophomore year I had to stay with a family. So it was an old lady who only spoke Spanish by the way. No English so that was great. As you notice I like to talk a lot and I had to learn Spanish to talk to her.,None,,,,,,
PER,8,12,TEST,"So do you think you're like comfortable speaking Spanish now, after it's been a while being there?","Well after it's been a while I'm not as fluent, but I definitely can hold a conversation or just go for it. Like of course it's way easier to recognize words than produce sentences, but I could. If I go there for a month I'll be back on track.",,"I studied abroad in Buenos Aires and since Spanish is quite close to the Romanian roots, Latin, I learned it in that semester.",,,,,
PER,8,13,TEST,"You guys are crazy with languages. I mean I try to pick up languages but it just doesn't happen for me. I feel like, yeah I guess the two Moldovans I know they speak like what, five languages each? Is that a thing you grew up doing or?",I guess because we from the get go speak like two or three languages cause Romanian and Russian is a given but they make us learn English or French as well at school. It's three from the get go. So you kind of get used to what it is like to learn another language.,,"I speak five languages: Romanian, Russian, French, English and Spanish.","I speak Romanian, Russian, French, English and Spanish.",,,,
PER,8,14,TEST,So what languages do you speak?,"So I speak Romanian, Russian, French, English, and Spanish.",,"I speak Romanian, Russian, French, English and Spanish.","I speak five languages: Romanian, Russian, French, English and Spanish.",,,,
PER,8,15,TEST,How good is your French?,"Well I went to francophone school so I studied all my education in French, but I have a strong accent and I'm losing my vocabulary.",,"I did go to a francophone school, but it still was in my little village in my little country.",,,,,
PER,8,16,TEST,So how come you picked Buenos Aires over going to Paris to practice French?,"Because I feel like I've had so much of French, most of my life, you know, and it's just Buenos Aires is also so far away and so foreign and I wanted to go to a place very far and also I knew that Spanish is even closer to Romanian than French. So I knew that I have a good chance to learn it. So I started learning it by myself a bit, before coming there. And then once I arrived there I picked it up in a semester.",None,,,,,,
